Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Employment Status,Loan Term (Months),Loan Status,Net Savings,Loan to Income Ratio,Investment Ratio
47,Lawyer,Medium,Wealth preservation,17789.32,25179.83,3246.95,1602.84,2119.59,283.75,1259.5,12724.39,Unemployed,12,approved,1644.11,0.505320516,0.050018208
82,Engineer,Medium,Wealth preservation,99831.29,34809.78,10290.07,5224.25,3425.63,213.11,3629.21,50000,Retired,12,approved,5065.82,1.436336675,0.104255348
36,Doctor,Medium,Wealth preservation,39234.64,4480.43,599.69,1201.72,951.63,183.55,670.39,12992.89,Employed,12,pending,-602.03,2.899273223,0.149592875
70,Retiree,Low,Wealth preservation,32430,43666.64,10972.72,10397.69,9310.73,1021.59,7316.25,10841.46,Unemployed,36,rejected,575.03,0.248272176,0.167543975
31,Teacher,High,Income generation,99311.44,54755.4,8083.77,12607.09,13033.06,2697.58,10155.39,50000,Unemployed,36,rejected,-4523.32,0.913135268,0.185464895
74,Student,High,Speculation,71429.47,74508.19,8689.35,19636.58,9276.07,306.16,5065.3,50000,Employed,12,approved,-10947.23,0.671058161,0.067982218
34,Artist,Low,Income generation,113722.58,100000,30146.57,13227.74,17073.42,1928.54,18187.14,35049.84,Unemployed,60,approved,16918.83,0.350494895,0.181869581
55,Engineer,High,Wealth preservation,46141.44,25762.54,12581.69,3538.45,3959.85,1109.56,6363.62,37017.76,Employed,24,approved,9043.24,1.436827393,0.247000994
79,Artist,High,Speculation,87542.24,100000,42758.05,17466.14,5641.41,910.38,18097.18,50000,Employed,60,approved,25291.91,0.499995,0.18096999
32,Doctor,High,Speculation,70883.01,1000,491.19,244.02,73.61,5.06,257.68,5000,Employed,12,rejected,247.17,4.995004995,0.257422577
85,Student,Medium,Wealth preservation,47155.15,11696.35,2192.95,843.79,2440.45,713.64,945.97,40712.37,Unemployed,48,approved,1349.16,3.480478057,0.080870454
24,Doctor,Low,Growth,26735.8,50515.73,11576.53,13959.85,3165.34,109.7,4512.29,14853.72,Unemployed,12,rejected,-2383.32,0.294035659,0.089322686
49,Retiree,Low,Income generation,87845.99,9880.11,3624.92,1873.12,1372.02,145.91,787.36,23807.83,Unemployed,24,pending,1751.8,2.409428698,0.079683355
48,Retiree,Medium,Growth,88154.83,97092.85,26033.36,17897.59,22004.42,773.02,9755.86,48863.25,Self-employed,60,approved,8135.77,0.50325793,0.100478661
64,Artist,Low,Speculation,47342.73,81961.35,37241.13,11817.54,9485.8,1773,11069.27,46032.2,Employed,48,pending,25423.59,0.561626161,0.135053107
57,Lawyer,High,Income generation,115266.14,100000,10913.68,16526.49,16501.88,1474.11,34515.93,50000,Unemployed,24,approved,-5612.81,0.499995,0.345155848
45,Teacher,Low,Wealth preservation,25635.42,16903.87,3612.81,1626.96,1587.93,349.52,3296.75,23910.87,Unemployed,60,pending,1985.85,1.414436787,0.195017767
28,Student,High,Wealth preservation,96996.05,22871.79,9309.2,6274.58,3268.4,585.61,5564.85,35348.53,Employed,12,rejected,3034.62,1.545440237,0.243295636
58,Student,High,Wealth preservation,88398.61,92096.31,33365.48,5974.42,18083.09,4489.17,29281.78,50000,Unemployed,24,pending,27391.06,0.542904022,0.317943923
63,Doctor,Medium,Income generation,117182.23,100000,12631.95,29217.09,18364.29,2465.88,10966.7,50000,Self-employed,24,approved,-16585.14,0.499995,0.109665903
59,Lawyer,Low,Wealth preservation,83326.29,100000,18467.4,19331.57,21576.99,2455.44,14564.27,12391.54,Retired,36,rejected,-864.17,0.123914161,0.145641244
41,Teacher,Low,Income generation,50543.35,40217.64,16900.8,3005.23,9960.94,2657.79,3902.37,31113.63,Employed,36,pending,13895.57,0.773612186,0.09702889
25,Retiree,Medium,Speculation,59664.66,24045.03,9383.62,5077.93,5350.92,226.51,3607.35,46174.16,Self-employed,48,approved,4305.69,1.920240472,0.150018527
68,Artist,High,Speculation,59964.71,83851.03,19173.91,11066.62,9048.82,2238.22,24341.99,50000,Retired,24,rejected,8107.29,0.596288486,0.290296967
55,Teacher,Low,Speculation,60980.19,34117.48,15746.47,4491.67,6013.61,1489.66,3754.13,50000,Self-employed,12,approved,11254.8,1.465481463,0.110032159
52,Doctor,Medium,Speculation,14210.13,9486.84,3590.39,810.65,1110.95,103.26,1693.59,9637.26,Unemployed,12,approved,2779.74,1.015748579,0.178501113
33,Lawyer,Medium,Wealth preservation,112194.25,100000,25857.05,26243.8,23536.1,3192.7,11109.26,40543.19,Employed,24,rejected,-386.75,0.405427846,0.111091489
25,Student,Low,Growth,37382.77,69313.57,23443.1,19276.52,13359.91,3829.63,13073.48,11328.48,Retired,24,rejected,4166.58,0.163435768,0.188610851
63,Lawyer,Medium,Speculation,34110.99,13327.51,3663.05,2908.89,2779.22,400.5,2627.01,6602.88,Employed,48,rejected,754.16,0.495395209,0.19709705
83,Artist,Low,Wealth preservation,93345.87,48020.21,13279.51,12400.65,9804.22,715.26,5990.3,50000,Self-employed,36,approved,878.86,1.041206584,0.124742796
59,Retiree,Medium,Growth,119850.75,100000,21738.54,12552.98,6684.12,445.4,10116.76,35937.39,Employed,12,approved,9185.56,0.359370306,0.101166588
19,Engineer,Low,Speculation,46034.18,76898.21,20437.13,16828.5,4739.88,128.9,13549.81,50000,Employed,12,pending,3608.63,0.650201738,0.1762022
43,Lawyer,High,Income generation,62553.54,59767.11,19274.52,15038.65,8952.95,324.34,13798.7,21515.45,Employed,48,rejected,4235.87,0.359982104,0.23087061
28,Student,Low,Wealth preservation,102544.81,100000,19367.46,16234.2,11988.62,1505.09,16426.02,50000,Employed,24,rejected,3133.26,0.499995,0.164258557
34,Lawyer,Low,Speculation,54320.89,73142.14,24987.51,20437.27,6384.82,151.6,4545.32,21065.38,Unemployed,36,rejected,4550.24,0.288002128,0.062142807
60,Doctor,Medium,Income generation,76251.2,100000,47421.18,18725.19,8574.3,380.75,7127.54,50000,Employed,36,approved,28695.99,0.499995,0.071274687
35,Engineer,High,Income generation,81892.77,50557.54,15212.05,9284.04,7582.57,1275.65,17153.21,50000,Employed,36,approved,5928.01,0.988952608,0.339274235
26,Retiree,Medium,Speculation,61200.08,15588.82,5209.56,4378.35,1841.45,547.81,2595.3,22012.4,Unemployed,12,pending,831.21,1.411972685,0.16647402
72,Retiree,High,Speculation,61310.8,100000,48161.88,16563.93,15745.86,4426.77,9710.26,19232.11,Unemployed,48,approved,31597.95,0.192319177,0.097101629
44,Student,Medium,Growth,53113.93,47718.23,6266.81,8061.32,8895.84,1839.15,5255.71,22946.38,Unemployed,36,pending,-1794.51,0.480862327,0.110138198
23,Artist,High,Growth,85568.86,12144.76,1394.88,977.91,727.1,7.45,4076.83,20270.19,Employed,12,approved,416.97,1.668910797,0.335658699
65,Doctor,Low,Growth,133355.57,100000,37525.76,22421.16,8834.48,336.77,13525.79,50000,Unemployed,48,rejected,15104.6,0.499995,0.135256547
53,Student,High,Income generation,63538.89,100000,22481.49,15770.85,9080.41,2409.31,32993.74,50000,Retired,36,rejected,6710.64,0.499995,0.329934101
46,Student,High,Wealth preservation,81784.93,97620.06,34066.22,28732.95,10861.51,995.22,34034.03,50000,Retired,24,approved,5333.27,0.512184563,0.348634096
40,Engineer,High,Income generation,69298.15,15453.21,5112.46,3022.77,2746.72,328.09,5614.94,50000,Unemployed,24,approved,2089.69,3.235364344,0.363327533
19,Doctor,Medium,Speculation,81380.94,31709.96,7221.84,4688.99,4158.53,984.27,3390.02,8924.95,Unemployed,48,pending,2532.85,0.281446856,0.106903733
52,Engineer,High,Wealth preservation,59801.42,89639.51,16956.96,12665.38,20828.7,6097.66,7301.89,50000,Retired,60,approved,4291.58,0.557783529,0.081457479
49,Doctor,High,Income generation,83351.37,28032.36,5119.42,2210.37,6238.96,1500.84,11125.64,42552.36,Self-employed,24,approved,2909.05,1.517918651,0.396871442
59,Engineer,High,Income generation,58654.15,25095.17,3251.7,7228.37,1574.83,469.71,4467.24,8660.93,Employed,24,rejected,-3976.67,0.345109632,0.178004851
65,Engineer,High,Speculation,106402.18,20273.62,5389.61,2013.81,3912.48,269.04,2485.81,50000,Employed,24,pending,3375.8,2.466137466,0.122606984
62,Student,Medium,Speculation,17773.01,24824.72,10450.95,4369.13,5195.18,1034.61,4249.25,5000,Retired,12,pending,6081.82,0.201404028,0.171163213
28,Engineer,High,Wealth preservation,66164.89,100000,43919.54,18823.63,7930.23,1862.8,17807.08,17587.19,Retired,60,approved,25095.91,0.175870141,0.178069019
25,Teacher,Medium,Income generation,84365.32,100000,40284.66,14722.79,11017,1090.64,15399.08,20154.58,Self-employed,24,rejected,25561.87,0.201543785,0.15398926
25,Teacher,Low,Growth,55923.37,13915.85,3957.38,3609.74,1103.84,240.02,1690.49,50000,Employed,48,pending,347.64,3.592767041,0.121470735
70,Retiree,High,Speculation,106772.94,100000,16482.06,17861.07,15323.69,4333.31,32868.25,50000,Unemployed,48,approved,-1379.01,0.499995,0.328679213
50,Artist,Low,Growth,105982.9,53969.91,16732.12,16168.42,13321.33,2459.39,7328.59,22547.24,Retired,12,rejected,563.7,0.417766534,0.135787779
83,Doctor,High,Speculation,52037.61,57724.17,24044.47,6064.33,10965.53,2011.01,8875.04,15896.91,Employed,36,approved,17980.14,0.275389574,0.153746451
46,Engineer,Low,Wealth preservation,77848.63,61310.61,10136.12,7330.49,5790.45,1439.95,9530.91,50000,Self-employed,36,pending,2805.63,0.815506231,0.15545033
56,Doctor,Medium,Income generation,49843.23,56437.55,8968.81,7989.54,13596.77,1856.47,7842.79,50000,Retired,12,approved,979.27,0.885919287,0.138961579
44,Student,Medium,Wealth preservation,76742.1,100000,42036.23,18828.54,9910.62,1948.19,16383.17,11992.54,Unemployed,12,rejected,23207.69,0.119924201,0.163830062
54,Student,Low,Speculation,75458.63,7789.78,2915.63,620.56,427.37,77.28,1312.94,50000,Unemployed,36,approved,2295.07,6.417842629,0.168524846
52,Student,High,Speculation,53282.48,56443.29,20573.91,7792.89,13102.02,2565.45,20408.66,30910.1,Employed,24,pending,12781.02,0.54762138,0.361571737
80,Artist,Medium,Income generation,71525.38,100000,10691.74,28715.71,9680.58,2793.54,11641.31,50000,Employed,36,approved,-18023.97,0.499995,0.116411936
73,Teacher,Low,Wealth preservation,34721.95,13445.3,4347.26,2684.22,1395.87,110.16,1356.67,33921.16,Employed,60,rejected,1663.04,2.522713311,0.100895414
25,Engineer,Medium,Growth,50953.21,14317.9,3496.9,2434.15,3057.08,454.5,1850.14,21279.2,Retired,12,rejected,1062.75,1.486091809,0.129209646
48,Engineer,Low,Speculation,30676.43,24222.32,6035.59,6837.83,5545.67,150.75,1269.59,44628.41,Unemployed,12,pending,-802.24,1.842373795,0.052411891
81,Doctor,Medium,Wealth preservation,81433.12,100000,13231,10091.05,11474.82,1620.49,13840.51,50000,Unemployed,48,pending,3139.95,0.499995,0.138403716
54,Teacher,Low,Growth,76180.71,75943.21,15646.56,12011.36,16108.34,4817.62,10072.48,50000,Unemployed,48,approved,3635.2,0.658378038,0.132629992
57,Doctor,Medium,Growth,103638.07,54745.76,7437.53,7691.11,10029,2814.31,8986.34,50000,Retired,60,approved,-253.58,0.913296056,0.164143778
83,Engineer,High,Wealth preservation,60576.12,41107.42,18766.21,3077.48,6794.14,872.13,11963.72,50000,Retired,12,approved,15688.73,1.216295834,0.291028456
58,Doctor,Medium,Speculation,55093,14466.57,7115.08,2889.46,1800.81,69.69,1268.95,50000,Unemployed,48,approved,4225.62,3.456005397,0.087709961
29,Teacher,Medium,Speculation,80484.97,67033.28,17085.78,17923.55,13314.22,1989.67,11311.77,31558.38,Self-employed,36,rejected,-837.77,0.470779726,0.168746051
69,Retiree,High,Growth,78599.49,74631.64,11143.4,13652.37,11840.42,792.08,3879.5,50000,Self-employed,12,approved,-2508.97,0.669948162,0.051981278
77,Engineer,High,Speculation,115698.77,100000,23747.59,21963.24,6733.57,291,17341.66,50000,Employed,48,approved,1784.35,0.499995,0.173414866
80,Teacher,High,Wealth preservation,59432.98,22464.44,8980.08,3572.88,1364.05,111.72,2529.09,50000,Self-employed,60,approved,5407.2,2.225640807,0.112576918
60,Student,Low,Wealth preservation,83050.92,50547.74,15000.05,11864.71,2712.05,661.42,8789.74,44930.79,Retired,36,approved,3135.34,0.888860731,0.173886431
78,Teacher,Low,Growth,113409.26,62948.18,19486.47,4594.33,13114.61,3030.85,9450.28,50000,Self-employed,48,approved,14892.14,0.794291522,0.150125546
36,Engineer,High,Growth,55713.21,100000,47409.59,8939.32,19031.12,1641.71,14047.98,28277.81,Unemployed,36,approved,38470.27,0.282775272,0.140478395
41,Student,High,Speculation,118172.93,100000,30090.48,27464.23,19165.33,750.2,34600.91,32062.46,Retired,48,approved,2626.25,0.320621394,0.34600564
38,Engineer,High,Speculation,56315.01,88577.6,9684.13,19239.66,17777.71,1555.66,24677.89,50000,Retired,24,rejected,-9555.53,0.564470425,0.278598781
73,Teacher,Medium,Wealth preservation,52649.41,54643.32,25002.23,11465.11,7235.38,1553.66,5587.12,50000,Employed,48,approved,13537.12,0.915008184,0.10224521
19,Teacher,Medium,Income generation,86565.98,35039.88,15805.45,8804.12,2875.14,716.72,5191.17,50000,Unemployed,12,pending,7001.33,1.426904804,0.148146108
33,Teacher,Low,Speculation,87523.5,50263.73,9079.24,4970.21,9382.48,1701.37,7916.84,34354.78,Employed,24,approved,4109.03,0.683476863,0.157502885
48,Lawyer,Medium,Growth,74404.68,100000,47824.68,18991.17,18039.6,5313.93,10239.81,50000,Self-employed,12,pending,28833.51,0.499995,0.102397076
37,Engineer,High,Growth,53094.97,16672.61,2623.69,1379.59,933.18,170.41,2283.9,13036.3,Retired,60,rejected,1244.1,0.78185228,0.136976935
20,Student,Medium,Income generation,76603.5,100000,18610.55,25931.35,15147.19,677.26,17670.62,50000,Unemployed,48,approved,-7320.8,0.499995,0.176704433
40,Doctor,Medium,Growth,74316.74,71527.47,19849.73,4908.79,8515.96,232.76,6050.8,9760.45,Unemployed,60,approved,14940.94,0.136455456,0.08459289
76,Doctor,High,Growth,64696.16,27148.83,9233.57,7744.63,3032.51,47.72,5190.62,30099.93,Employed,60,approved,1488.94,1.108659981,0.191184254
77,Engineer,Low,Growth,65696.02,95084.5,12877.07,10012.57,22052.68,3921.7,14746.52,50000,Retired,12,approved,2864.5,0.525842531,0.155086948
38,Doctor,Medium,Income generation,96558.19,100000,11139.6,8829.4,15352.66,2450.9,13129.24,50000,Employed,60,rejected,2310.2,0.499995,0.131291087
63,Engineer,Low,Speculation,63552.03,100000,24746.46,8327.1,15371.31,2497.98,19387.6,50000,Self-employed,48,approved,16419.36,0.499995,0.193874061
33,Student,Low,Speculation,60580.46,8850.4,1895.25,2005.69,890.94,173.44,1087.72,50000,Employed,60,approved,-110.44,5.648823915,0.122886775
85,Retiree,Medium,Income generation,45148.63,45509.83,16284.93,11015.53,6455.08,1690.53,9036.46,8163.5,Self-employed,12,pending,5269.4,0.179374887,0.198556256
39,Artist,Medium,Wealth preservation,56788.54,34081.47,15312.27,2804.25,2834.46,56.15,3833.04,30537.28,Unemployed,48,approved,12508.02,0.895982011,0.11246368
52,Artist,Low,Wealth preservation,99232.6,100000,38683.09,26417.62,21009.95,1614.53,11765.69,50000,Retired,60,rejected,12265.47,0.499995,0.117655723
78,Student,Medium,Wealth preservation,75581.51,20441.2,7463.1,1161.57,1218.02,151.54,2757.78,38621.19,Self-employed,12,rejected,6301.53,1.889287357,0.134906223
24,Doctor,Medium,Wealth preservation,37773.06,15353.81,2679.22,2333.16,2468.18,393.51,839.44,50000,Self-employed,48,rejected,346.06,3.256308609,0.054669514
40,Teacher,Low,Speculation,19177.27,10658.02,1478.41,849.98,2591.76,633.59,2124.34,6059.86,Self-employed,60,approved,628.43,0.568519432,0.199299748
62,Artist,High,Growth,46857.37,54171.9,22588.74,3481.02,9934.22,2245.21,10551.88,50000,Employed,48,pending,19107.72,0.92297071,0.194781524
73,Artist,Low,Wealth preservation,62318.5,47497.57,21316.83,8354.87,2467.14,150.49,5627.37,50000,Retired,12,pending,12961.96,1.05266327,0.118474514
79,Doctor,Medium,Wealth preservation,45818.57,88525.62,44099.82,11033.26,12296.14,442.97,15151.3,50000,Employed,36,rejected,33066.56,0.564801864,0.17114965
38,Lawyer,Medium,Wealth preservation,101333.21,100000,16488.39,19025.46,15826.86,2402.24,15239.16,41090.05,Retired,48,approved,-2537.07,0.410896391,0.152390076
35,Artist,High,Wealth preservation,106256.44,11005.24,3961.16,1444.97,2606.42,0.15,3450.81,50000,Employed,36,approved,2516.19,4.542877495,0.313532142
51,Lawyer,Medium,Income generation,44027.34,19571.92,6486.92,3013.53,3659.02,677.49,3124,50000,Self-employed,60,approved,3473.39,2.554549858,0.159608275
59,Lawyer,High,Wealth preservation,55521.3,69709.34,8508.69,18524.19,8176.93,1826.95,7151.7,23302.66,Self-employed,48,rejected,-10015.5,0.334278387,0.102591667
48,Retiree,High,Growth,76063.85,11167.11,3639.33,752.12,1067.71,164.1,1053.99,24870.45,Retired,12,pending,2887.21,2.22691664,0.094374966
21,Lawyer,Low,Growth,83462.35,26736.12,5595.43,2912.65,5175.41,297.85,5055.4,50000,Retired,60,approved,2682.78,1.870059303,0.189077956
31,Engineer,High,Speculation,82927.25,100000,25869.94,24984.7,13384.44,2475.09,16921.95,50000,Self-employed,60,pending,885.24,0.499995,0.169217808
78,Doctor,Low,Income generation,60185.56,43007.37,12652.11,12301.14,3337.83,356.12,5497.35,23174.31,Employed,48,rejected,350.97,0.538832557,0.127820468
83,Student,Medium,Income generation,145773.37,100000,10840.51,14977.57,15811.61,3761.15,14195.94,50000,Self-employed,12,approved,-4137.06,0.499995,0.14195798
77,Doctor,Low,Growth,83024.28,84063.52,24520.25,21559.46,9302.91,1717.78,14703.12,50000,Employed,60,pending,2960.79,0.594781247,0.174902801
52,Teacher,High,Income generation,29970.99,29216.04,12283.7,2165.14,2055.52,50.98,7248.76,36026.07,Self-employed,60,approved,10118.56,1.23304996,0.248100424
85,Student,Low,Growth,72750.69,94292.45,20990.2,26324.1,8974.45,18.09,9045.7,24795.77,Retired,12,pending,-5333.9,0.262963864,0.095931372
70,Teacher,Medium,Growth,91882.32,44203.38,16545.68,8423.5,5019.12,72.78,4554.46,33503.43,Employed,36,approved,8122.18,0.757921048,0.103031872
49,Student,Low,Growth,51361.44,61763.05,15288.51,5867.56,8641.22,1700.18,3213.3,41120.75,Unemployed,48,rejected,9420.95,0.665771594,0.05202541
18,Doctor,Medium,Income generation,98956.85,100000,44233.39,24297.01,14227.04,2770.33,8923.21,50000,Employed,48,approved,19936.38,0.499995,0.089231208
60,Lawyer,Medium,Wealth preservation,99809.52,40138,7775.36,5059.73,3194.92,675.52,8000.73,50000,Self-employed,60,rejected,2715.63,1.245671292,0.199325594
53,Artist,High,Growth,27945.8,17656.4,8109.98,1776.11,2805.14,804.51,2993.55,21411.73,Employed,24,rejected,6333.87,1.212620771,0.169535152
58,Teacher,Medium,Income generation,102476.99,75216.73,29696.17,15424.97,5184.21,812.72,11200.08,25128.35,Self-employed,60,rejected,14271.2,0.334074825,0.148902127
43,Engineer,Low,Wealth preservation,19803.36,27377.92,5181.39,4841.72,1971.07,114.16,3048.71,20109.52,Retired,36,approved,339.67,0.734489162,0.111352457
50,Artist,Low,Wealth preservation,41616.92,78348.31,36075.48,13126.63,6756.44,1979.87,12150.29,50000,Employed,24,approved,22948.85,0.638167713,0.155078456
69,Student,Medium,Speculation,96426.57,99197.94,42891.98,29002.98,18794.36,2239.39,9938.68,20406.69,Self-employed,48,rejected,13889,0.205714799,0.100189377
72,Artist,High,Speculation,65571.98,63490.78,21068.52,3425.2,9681.15,2.94,24070.15,50000,Self-employed,36,pending,17643.32,0.787503516,0.379106555
73,Student,Low,Growth,71529.65,41123.34,4409.43,8435.36,5150.93,289.15,2939.44,26234.37,Retired,60,pending,-4025.93,0.637928049,0.071476892
49,Lawyer,High,Speculation,77036.91,100000,15805.57,9140.04,9857.17,689.06,29166.85,50000,Retired,24,rejected,6665.53,0.499995,0.291665583
66,Student,High,Growth,59301.07,7050.56,1600.97,1451.9,1557.17,462.29,1786.42,50000,Self-employed,60,pending,149.07,7.090629591,0.25333685
